Genes	min	max	gen_len
AT1G08650	2752206	2753232	1027
AT1G08660	2757116	2759677	2562
AT1G08670	2760419	2761551	1133
AT1G08680	2762820	2768387	5568
AT1G08695	2769056	2769483	428
AT1G08700	2769885	2771348	1464
AT1G08710	2771720	2773250	1531
AT1G08720	2774089	2779077	4989
AT1G08730	2779963	2788325	8363
AT1G08750	2801283	2804392	3110
AT1G08760	2805478	2808409	2932
AT1G08770	2808933	2809562	630
AT1G08780	2809925	2811126	1202
AT1G08790	2811989	2812646	658
AT1G08800	2813578	2817078	3501
AT1G08810	2819279	2820329	1051
AT1G08820	2821810	2824412	2603
AT1G08830	2827700	2829053	1354
AT1G08840	2829579	2838369	8791
AT1G08845	2838789	2840955	2167
AT1G08860	2842153	2846138	3986
AT1G08880	2847144	2847676	533
AT1G08890	2848374	2852016	3643
AT1G08900	2852478	2855610	3133
AT1G08910	2856227	2860816	4590
AT1G08920	2867446	2870360	2915
AT1G08930	2873604	2876979	3376
AT1G08940	2877694	2879104	1411
AT1G08960	2879698	2881877	2180
AT1G08970	2883144	2883839	696
AT1G08980	2884455	2886430	1976
AT1G08985	2887329	2887634	306
AT1G08990	2888753	2890753	2001
AT1G09000	2891111	2894987	3877
AT1G09010	2895259	2899287	4029
AT1G09020	2900149	2904212	4064
AT1G09030	2908611	2909030	420
AT1G09040	2912362	2915174	2813
AT1G09050	2918031	2920858	2828
AT1G09060	2921235	2925254	4020
AT1G09070	2927767	2928741	975
AT1G09080	2929268	2931804	2537
AT1G09090	2932743	2936495	3753
AT1G09100	2936675	2939258	2584
AT1G09130	2939731	2942217	2487
AT1G09140	2942887	2945818	2932
AT1G09150	2946599	2948908	2310
AT1G09155	2949831	2950842	1012
AT1G09157	2951665	2952396	732
AT1G09160	2953199	2955059	1861
AT1G09170	2956589	2962207	5619
AT1G09176	2964152	2964604	453
AT1G09180	2965147	2965941	795
AT1G09190	2966263	2967717	1455
AT1G09195	2968720	2971457	2738
AT1G09200	2971722	2972132	411
AT1G09210	2973217	2976655	3439
AT1G09220	2977952	2979466	1515
AT1G09230	2979637	2982563	2927
AT1G09240	2984950	2985912	963
AT1G09245	2986948	2987367	420
AT1G09250	2989509	2990132	624
AT1G09260	2993404	2993820	417
AT1G09270	2994506	2997833	3328
AT1G09280	2998209	3001253	3045
AT1G09290	3001682	3003715	2034
AT1G09300	3003981	3008131	4151
AT1G09310	3009109	3009648	540
AT1G09320	3010270	3012228	1959
AT1G09330	3013003	3014903	1901
AT1G09340	3015473	3018035	2563
AT1G09350	3019888	3021214	1327
AT1G09360	3021802	3022368	567
AT1G09370	3024895	3025425	531
AT1G09380	3026351	3029322	2972
AT1G09390	3031264	3033415	2152
AT1G09400	3033676	3034993	1318
AT1G09410	3035443	3037560	2118
AT1G09415	3037910	3038248	339
AT1G09420	3038640	3041715	3076
AT1G09430	3042135	3044978	2844
AT1G09440	3045513	3047393	1881
AT1G09450	3049066	3052858	3793
AT1G09460	3053901	3055090	1190
AT1G09470	3055391	3056931	1541
AT1G09480	3057975	3060661	2687
AT1G09483	3061248	3061729	482
AT1G09490	3064172	3065815	1644
AT1G09500	3066811	3068484	1674
AT1G09510	3069396	3070812	1417
AT1G09520	3071248	3072030	783
AT1G09530	3077216	3079367	2152
AT1G09540	3086333	3087689	1357
AT1G09550	3089733	3092254	2522
AT1G09560	3093896	3094639	744
AT1G09570	3095498	3099427	3930
AT1G09575	3101851	3102832	982
AT1G09580	3104657	3106092	1436
AT1G09590	3106549	3107606	1058
AT1G09600	3108617	3111318	2702
AT1G09610	3111789	3112637	849
AT1G09620	3113077	3116455	3379
AT1G09625	3117343	3117567	225
AT1G09630	3118350	3119571	1222
AT1G09640	3120162	3122152	1991
AT1G09645	3123155	3124347	1193
AT1G09650	3125978	3127126	1149
AT1G09660	3128032	3130791	2760
AT1G09665	3133095	3133674	580
AT1G09680	3134107	3135930	1824
AT1G09690	3136407	3137430	1024
AT1G09700	3137960	3140118	2159
AT1G09710	3141119	3144232	3114
AT1G09720	3144438	3147303	2866
AT1G09730	3148017	3154236	6220
AT1G09740	3154603	3155834	1232
AT1G09750	3157541	3158960	1420
AT1G09760	3159476	3161603	2128
AT1G09770	3162002	3165122	3121
AT1G09780	3165550	3167812	2263
AT1G09790	3168568	3170819	2252
AT1G09794	3172196	3173321	1126
AT1G09795	3173588	3176690	3103
AT1G09800	3177121	3180336	3216
AT1G09810	3181138	3183354	2217
AT1G09812	3187817	3188580	764
AT1G09815	3189460	3190050	591
AT1G09820	3190594	3192414	1821
AT1G09830	3192783	3194936	2154
AT1G09840	3196114	3199524	3411
AT1G09850	3201848	3203875	2028
AT1G09860	3204136	3205287	1152
AT1G09870	3205817	3208444	2628
AT1G09880	3208828	3213417	4590
AT1G09890	3214237	3217541	3305
AT1G09900	3218133	3219929	1797
AT1G09910	3220151	3224451	4301
AT1G09920	3224863	3226860	1998
AT1G09930	3227490	3230043	2554
AT1G09932	3230716	3233027	2312
AT1G09935	3234060	3235530	1471
AT1G09940	3237224	3239262	2039
AT1G09950	3240849	3241541	693
AT1G09960	3244258	3246718	2461
AT1G09970	3252408	3255428	3021
AT1G09980	3256541	3260866	4326
AT1G09995	3262750	3263458	709
AT1G10000	3263877	3264788	912
AT1G10010	3265973	3268726	2754
AT1G10020	3269939	3271732	1794
AT1G10030	3273972	3275631	1660
AT1G10040	3276108	3278464	2357
AT1G10050	3279075	3283444	4370
AT1G10060	3284157	3286837	2681
AT1G10070	3288255	3290164	1910
AT1G10090	3290572	3295271	4700
AT1G10095	3297478	3300353	2876
AT1G10100	3300697	3301489	793
AT1G10110	3302739	3303938	1200
AT1G10120	3304228	3305984	1757
AT1G10130	3311139	3321941	10803
AT1G10140	3322970	3323473	504
AT1G10150	3326160	3327404	1245
AT1G10155	3327637	3328448	812
AT1G10170	3333789	3337491	3703
AT1G10180	3338381	3341494	3114
AT1G10190	3343765	3345591	1827
AT1G10200	3346677	3347763	1087
AT1G10210	3349579	3350776	1198
AT1G10220	3352159	3352815	657
AT1G10225	3354364	3354690	327
AT1G10230	3355675	3356151	477
AT1G10240	3356835	3359271	2437
AT1G10250	3360137	3360462	326
AT1G10270	3363535	3366276	2742
AT1G10280	3366795	3368739	1945
AT1G10290	3370774	3377120	6347
AT1G10300	3378142	3380226	2085
AT1G10310	3381733	3383874	2142
AT1G10320	3384164	3388373	4210
AT1G10330	3388747	3390150	1404
AT1G10340	3390475	3392481	2007
AT1G10350	3393595	3394860	1266
AT1G10360	3395738	3396806	1069
AT1G10370	3397274	3398273	1000
AT1G10380	3400706	3402110	1405
AT1G10385	3403224	3405856	2633
AT1G10390	3407265	3412045	4781
AT1G10395	3412474	3412742	269
AT1G10400	3414869	3416358	1490
AT1G10410	3416842	3419264	2423
AT1G10417	3424588	3427457	2870
AT1G10430	3428705	3430437	1733
AT1G10450	3432160	3437979	5820
AT1G10455	3438555	3439013	459
AT1G10460	3439578	3440231	654
AT1G10470	3442624	3443759	1136
AT1G10480	3449734	3450369	636
AT1G10490	3453589	3459925	6337
AT1G10500	3460160	3461340	1181
AT1G10510	3461771	3465590	3820
AT1G10520	3465964	3469248	3285
AT1G10522	3470009	3471291	1283
AT1G10530	3471805	3472526	722
AT1G10540	3475024	3477756	2733
AT1G10550	3479257	3480957	1701
AT1G10560	3484613	3486706	2094
AT1G10570	3487639	3491102	3464
AT1G10580	3491560	3493665	2106
AT1G10585	3494115	3495104	990
AT1G10586	3497131	3499396	2266
AT1G10588	3501276	3501655	380
AT1G10590	3502324	3503033	710
AT1G10600	3503765	3505190	1426
AT1G10610	3506463	3508752	2290
AT1G10620	3509001	3511975	2975
AT1G10630	3513189	3514230	1042
AT1G10640	3515478	3517807	2330
AT1G10650	3524122	3525318	1197
AT1G10657	3530652	3531522	871
AT1G10660	3533009	3534781	1773
AT1G10670	3535787	3538098	2312
AT1G10680	3538470	3543782	5313
AT1G10690	3550236	3550568	333
AT1G10700	3554157	3556274	2118
AT1G10710	3558423	3560407	1985
AT1G10715	3561149	3561495	347
AT1G10717	3562180	3562554	375
AT1G10720	3562964	3564446	1483
AT1G10730	3565463	3567779	2317
AT1G10740	3568343	3570466	2124
AT1G10745	3572710	3573066	357
AT1G10747	3574312	3574636	325
AT1G10750	3574986	3578310	3325
AT1G10760	3581210	3590043	8834
AT1G10770	3591859	3592362	504
AT1G10780	3592875	3594328	1454
AT1G10790	3596360	3597847	1488
AT1G10800	3598158	3598868	711
AT1G10810	3599369	3600757	1389
AT1G10820	3601437	3604650	3214
AT1G10830	3605736	3607449	1714
AT1G10840	3607885	3610299	2415
AT1G10850	3612228	3614343	2116
AT1G10865	3614789	3615308	520
AT1G10870	3616905	3623612	6708
AT1G10875	3624035	3625345	1311
AT1G10880	3625742	3627021	1280
AT1G10890	3628081	3630545	2465
AT1G10900	3632396	3636416	4021
AT1G10910	3639908	3643974	4067
AT1G10920	3644587	3647004	2418
AT1G10930	3648032	3654997	6966
AT1G10940	3656050	3658170	2121
AT1G10950	3659322	3663622	4301
AT1G10960	3664445	3664891	447
AT1G10970	3665201	3666526	1326
AT1G10980	3667531	3669821	2291
AT1G10990	3670513	3671091	579
AT1G11000	3671935	3675909	3975
AT1G11020	3676968	3678350	1383
AT1G11040	3679225	3680924	1700
AT1G11050	3681892	3683769	1878
AT1G11060	3684568	3689537	4970
AT1G11070	3690406	3693651	3246
AT1G11080	3694809	3697759	2951
AT1G11090	3702655	3703629	975
AT1G11100	3703934	3709302	5369
AT1G11110	3710364	3712108	1745
AT1G11112	3713220	3713456	237
AT1G11120	3715229	3717320	2092
AT1G11125	3718846	3719643	798
AT1G11130	3723135	3727178	4044
AT1G11145	3727532	3728166	635
AT1G11160	3733406	3739363	5958
AT1G11170	3741724	3744459	2736
AT1G11180	3745829	3748307	2479
AT1G11190	3750338	3752696	2359
AT1G11200	3753896	3755459	1564
AT1G11210	3755876	3756911	1036
AT1G11220	3760022	3761210	1189
AT1G11230	3763439	3764464	1026
AT1G11240	3766936	3768212	1277
AT1G11250	3768724	3769706	983
AT1G11260	3777460	3780133	2674
AT1G11270	3785715	3786653	939
AT1G11280	3787456	3790728	3273
AT1G11290	3791454	3793883	2430
AT1G11300	3794389	3797346	2958
AT1G11303	3797769	3800719	2951
AT1G11310	3800899	3803870	2972
AT1G11320	3807241	3808728	1488
AT1G11330	3810372	3813416	3045
AT1G11340	3814116	3817420	3305
AT1G11350	3817725	3820752	3028
AT1G11360	3822171	3822899	729
AT1G11362	3824630	3825184	555
AT1G11370	3828098	3830945	2848
AT1G11380	3832695	3833921	1227
AT1G11390	3834762	3837305	2544
AT1G11400	3838777	3839978	1202
AT1G11410	3841195	3844284	3090
AT1G11420	3844581	3846872	2292
AT1G11430	3847273	3848938	1666
AT1G11440	3849418	3850509	1092
AT1G11450	3853317	3855259	1943
AT1G11460	3857005	3859268	2264
AT1G11470	3859874	3860522	649
AT1G11475	3862520	3863805	1286
AT1G11480	3864368	3866750	2383
AT1G11490	3868884	3870065	1182
AT1G11500	3870818	3871570	753
AT1G11510	3871778	3872836	1059
AT1G11520	3873029	3873619	591
AT1G11530	3874518	3875311	794
AT1G11540	3875476	3877222	1747
AT1G11545	3878689	3880286	1598
AT1G11560	3881788	3882819	1032
AT1G11570	3883217	3883956	740
AT1G11572	3884455	3884724	270
AT1G11580	3888667	3890649	1983
AT1G11590	3892634	3894620	1987
AT1G11591	3895130	3896019	890
AT1G11593	3898002	3898571	570
AT1G11600	3902090	3903622	1533
AT1G11608	3906266	3906520	255
AT1G11610	3906983	3909291	2309
AT1G11620	3910833	3911924	1092
AT1G11630	3913168	3914385	1218
AT1G11650	3914895	3917941	3047
AT1G11655	3919338	3919679	342
AT1G11660	3921056	3924347	3292
AT1G11670	3928520	3931482	2963
AT1G11680	3938925	3940585	1661
AT1G11684	3941103	3941300	198
AT1G11690	3941469	3942212	744
AT1G11700	3945852	3946457	606
AT1G11710	3948886	3950859	1974
AT1G11720	3951597	3956840	5244
AT1G11730	3957473	3960113	2641
AT1G11740	3963317	3966824	3508
AT1G11750	3967609	3969535	1927
AT1G11755	3969987	3971488	1502
AT1G11760	3972356	3972811	456
AT1G11765	3973908	3974321	414
AT1G11770	3975679	3977289	1611
AT1G11780	3977614	3979177	1564
AT1G11785	3980148	3980902	755
AT1G11790	3981476	3984962	3487
AT1G11800	3985520	3987263	1744
AT1G11810	3989763	3990896	1134
AT1G11820	3991144	3993327	2184
AT1G11840	3995928	3997518	1591
AT1G11850	3999237	3999563	327
AT1G11860	4001485	4003245	1761
AT1G11870	4003895	4006556	2662
AT1G11880	4007909	4010327	2419
AT1G11890	4011509	4012835	1327
AT1G11900	4013166	4014630	1465
AT1G11905	4014958	4016222	1265
AT1G11910	4017119	4019996	2878
AT1G11915	4021830	4023084	1255
AT1G11920	4023667	4025097	1431
AT1G11925	4026195	4026617	423
AT1G11930	4028783	4030298	1516
AT1G11940	4031768	4033946	2179
AT1G11950	4034747	4038310	3564
AT1G11960	4039871	4043143	3273
AT1G11970	4044370	4044669	300
AT1G11980	4045619	4045855	237
AT1G11990	4046246	4049060	2815
AT1G12000	4050159	4053727	3569
AT1G12010	4056274	4057670	1397
AT1G12020	4062625	4063305	681
AT1G12030	4064751	4066319	1569
AT1G12040	4070160	4072394	2235
AT1G12050	4072904	4075856	2953
AT1G12060	4076334	4076981	648
AT1G12064	4077705	4078034	330
AT1G12070	4078913	4080106	1194
AT1G12080	4084289	4084888	600
AT1G12090	4090176	4090589	414
AT1G12100	4095246	4095845	600
AT1G12110	4105341	4109290	3950
AT1G12120	4114933	4116469	1537
AT1G12130	4118594	4120871	2278
AT1G12140	4121386	4123366	1981
AT1G12150	4123530	4125328	1799
AT1G12160	4126068	4128090	2023
AT1G12170	4128607	4129701	1095
AT1G12180	4130454	4130917	464
AT1G12190	4132967	4134094	1128
AT1G12200	4137627	4139835	2209
AT1G12210	4140948	4143605	2658
AT1G12211	4143866	4144114	249
AT1G12220	4145011	4147680	2670
AT1G12230	4148050	4150708	2659
AT1G12240	4153699	4157457	3759
AT1G12244	4157719	4158893	1175
AT1G12250	4159287	4161269	1983
AT1G12260	4163058	4164486	1429
AT1G12270	4172105	4174575	2471
AT1G12280	4174875	4177559	2685
AT1G12290	4178593	4181247	2655
AT1G12300	4184163	4186076	1914
AT1G12310	4187500	4187946	447
AT1G12320	4189424	4190209	786
AT1G12330	4194673	4196627	1955
AT1G12340	4197396	4198032	637
AT1G12350	4198870	4200633	1764
AT1G12360	4201172	4206144	4973
AT1G12370	4206500	4208842	2343
AT1G12380	4214499	4216880	2382
AT1G12390	4220347	4221481	1135
AT1G12400	4222296	4222603	308
AT1G12410	4223099	4224954	1856
AT1G12411	4225321	4225482	162
AT1G12420	4226673	4228917	2245
AT1G12430	4234122	4238552	4431
AT1G12440	4241816	4242322	507
AT1G12450	4244496	4245808	1313
AT1G12460	4247703	4250444	2742
AT1G12470	4251359	4257201	5843
AT1G12480	4257427	4259249	1823
AT1G12490	4260783	4261869	1087
AT1G12500	4263542	4264957	1416
AT1G12520	4267277	4268900	1624
AT1G12530	4269122	4270771	1650
AT1G12540	4272960	4273980	1021
AT1G12550	4274649	4275831	1183
AT1G12560	4276557	4277693	1137
AT1G12570	4278192	4280753	2562
AT1G12580	4283635	4285675	2041
AT1G12600	4286414	4288859	2446
AT1G12610	4290205	4290834	630
AT1G12615	4294055	4294540	486
AT1G12620	4294883	4296748	1866
AT1G12630	4298897	4299475	579
AT1G12640	4303586	4305666	2081
AT1G12650	4306183	4307673	1491
AT1G12660	4308943	4309558	616
AT1G12663	4310969	4311457	489
AT1G12665	4312398	4312667	270
AT1G12672	4318375	4318871	497
AT1G12680	4320123	4322269	2147
AT1G12700	4324419	4326275	1857
AT1G12710	4326980	4328324	1345
AT1G12730	4334675	4337609	2935
AT1G12740	4342462	4344569	2108
AT1G12750	4345100	4346688	1589
AT1G12760	4348728	4350512	1785
AT1G12770	4351888	4353543	1656
AT1G12775	4353906	4355840	1935
AT1G12780	4356124	4358120	1997
AT1G12790	4359597	4361222	1626
AT1G12800	4361778	4365189	3412
AT1G12805	4366728	4366955	228
AT1G12810	4367332	4368520	1189
AT1G12820	4368879	4370780	1902
AT1G12830	4374412	4375053	642
AT1G12840	4375584	4378220	2637
AT1G12845	4379023	4379382	360
AT1G12850	4380022	4381577	1556
AT1G12855	4382223	4383611	1389
AT1G12860	4384758	4386392	1635
AT1G12870	4387129	4389110	1982
AT1G12880	4390036	4391046	1011
AT1G12890	4391734	4392393	660
AT1G12900	4392634	4394409	1776
AT1G12910	4395114	4396154	1041
AT1G12920	4396555	4397859	1305
AT1G12930	4398588	4405495	6908
AT1G12940	4416405	4418337	1933
AT1G12950	4419849	4422462	2614
AT1G12960	4422707	4423155	449
AT1G12970	4423727	4425632	1906
AT1G12980	4429791	4430777	987
AT1G12990	4433973	4435552	1580
AT1G13000	4436402	4438693	2292
AT1G13020	4440927	4443520	2594
AT1G13030	4444284	4447278	2995
AT1G13040	4447647	4449200	1554
AT1G13050	4450568	4451521	954
AT1G13060	4452641	4454663	2023
AT1G13080	4459212	4460807	1596
AT1G13090	4461846	4463400	1555
AT1G13100	4463983	4465538	1556
AT1G13110	4467272	4468857	1586
AT1G13120	4469334	4472775	3442
AT1G13130	4474726	4477820	3095
AT1G13140	4478667	4480271	1605
AT1G13143	4479133	4479612	480
AT1G13150	4481995	4483584	1590
AT1G13160	4484634	4488388	3755
AT1G13170	4488826	4492278	3453
AT1G13180	4495394	4498204	2811
AT1G13190	4499633	4501354	1722
AT1G13195	4501778	4503347	1570
AT1G13200	4507221	4508528	1308
AT1G13210	4509252	4513774	4523
AT1G13220	4515660	4520071	4412
AT1G13230	4520679	4522439	1761
AT1G13245	4525852	4525977	126
AT1G13250	4528965	4530002	1038
AT1G13260	4542386	4543420	1035
AT1G13270	4544999	4547155	2157
AT1G13280	4547624	4548552	929
AT1G13290	4550366	4551527	1162
AT1G13300	4556977	4558591	1615
AT1G13310	4561217	4562929	1713
AT1G13320	4563692	4567348	3657
AT1G13330	4568008	4569410	1403
AT1G13340	4569622	4571043	1422
AT1G13350	4572502	4576547	4046
AT1G13360	4576895	4577813	919
AT1G13370	4587926	4588522	597
AT1G13380	4589218	4590362	1145
AT1G13390	4592829	4593549	721
AT1G13400	4597784	4598911	1128
AT1G13410	4601526	4603174	1649
AT1G13420	4604871	4605866	996
AT1G13430	4606530	4607585	1056
AT1G13440	4608465	4610494	2030
AT1G13450	4612999	4615115	2117
AT1G13460	4616504	4618180	1677
AT1G13470	4620322	4621542	1221
AT1G13480	4622783	4624043	1261
AT1G13485	4624171	4624344	174
AT1G13490	4624715	4626064	1350
AT1G13500	4627789	4629169	1381
AT1G13510	4629459	4630687	1229
AT1G13520	4631857	4633223	1367
AT1G13530	4633740	4635129	1390
AT1G13540	4635474	4636708	1235
AT1G13550	4637072	4638315	1244
AT1G13560	4638834	4641691	2858
AT1G13570	4642528	4643930	1403
AT1G13580	4645006	4646765	1760
AT1G13590	4647979	4648612	634
AT1G13600	4650787	4651377	591
AT1G13605	4658603	4659010	408
AT1G13607	4660778	4661098	321
AT1G13608	4661682	4662029	348
AT1G13609	4662818	4663146	329
AT1G13610	4664008	4665975	1968
AT1G13620	4668494	4669225	732
AT1G13630	4669784	4672928	3145
AT1G13635	4674248	4675784	1537
AT1G13640	4677276	4679144	1869
AT1G13650	4680571	4681903	1333
AT1G13670	4688201	4688878	678
AT1G13680	4690409	4692702	2294
AT1G13690	4693380	4694179	800
AT1G13700	4694475	4695600	1126
AT1G13710	4702932	4704592	1661
AT1G13730	4710519	4712332	1814
AT1G13740	4713969	4715158	1190
AT1G13750	4715490	4718091	2602
AT1G13755	4718761	4719238	478
AT1G13760	4720365	4721101	737
AT1G13770	4721717	4724345	2629
AT1G13780	4724681	4726314	1634
AT1G13790	4727438	4730229	2792
AT1G13800	4731056	4733707	2652
AT1G13805	4730987	4731055	69
AT1G13810	4734088	4735164	1077
AT1G13820	4735622	4737617	1996
AT1G13825	4738747	4739305	559
AT1G13830	4739999	4740926	928
AT1G13860	4743754	4746256	2503
AT1G13870	4747437	4748345	909
AT1G13880	4749183	4750967	1785
AT1G13890	4751581	4752844	1264
AT1G13900	4753494	4755554	2061
AT1G13910	4755955	4757814	1860
AT1G13920	4758089	4759754	1666
AT1G13930	4761091	4761558	468
AT1G13940	4762703	4765923	3221
AT1G13950	4773631	4774668	1038
AT1G13960	4776622	4779043	2422
AT1G13970	4779742	4781882	2141
AT1G13980	4789587	4794397	4811
AT1G13990	4794810	4796476	1667
AT1G14000	4797606	4800043	2438
AT1G14010	4800385	4801790	1406
AT1G14020	4802930	4805111	2182
AT1G14030	4805493	4807440	1948
AT1G14040	4810488	4814543	4056
AT1G14048	4815683	4815988	306
AT1G14060	4817354	4817893	540
AT1G14080	4822526	4824218	1693
AT1G14100	4827961	4829587	1627
AT1G14110	4830297	4831915	1619
AT1G14120	4833648	4834833	1186
AT1G14130	4836041	4837040	1000
AT1G14140	4838131	4839602	1472
AT1G14150	4839885	4840632	748
AT1G14160	4840798	4841660	863
AT1G14170	4843463	4845253	1791
AT1G14180	4847828	4848970	1143
AT1G14185	4850284	4851885	1602
AT1G14190	4852650	4854307	1658
AT1G14200	4854532	4855071	540
AT1G14205	4855570	4856762	1193
AT1G14210	4856902	4857941	1040
AT1G14220	4858642	4859601	960
AT1G14230	4861497	4863991	2495
AT1G14240	4865159	4867777	2619
AT1G14250	4868675	4871203	2529
AT1G14260	4873200	4874430	1231
AT1G14270	4875099	4877195	2097
AT1G14280	4877657	4878985	1329
AT1G14290	4880307	4881784	1478
AT1G14300	4882654	4884686	2033
AT1G14310	4885049	4886672	1624
AT1G14315	4886861	4887933	1073
AT1G14320	4888270	4889408	1139
AT1G14330	4890375	4891700	1326
AT1G14340	4897709	4898776	1068
AT1G14345	4899176	4899766	591
AT1G14350	4908427	4910647	2221
AT1G14360	4911362	4913029	1668
AT1G14370	4915859	4917959	2101
AT1G14380	4918279	4920761	2483
AT1G14390	4924277	4926794	2518
AT1G14400	4927294	4928136	843
AT1G14410	4929352	4930810	1459
AT1G14420	4931844	4933405	1562
AT1G14430	4934359	4936053	1695
AT1G14440	4939076	4940014	939
AT1G14450	4947337	4947630	294
AT1G14453	4947330	4947976	647
AT1G14455	4947985	4948278	294
AT1G14460	4948962	4952750	3789
AT1G14470	4954080	4955702	1623
AT1G14480	4956404	4957888	1485
AT1G14490	4958705	4959382	678
AT1G14500	4960375	4961780	1406
AT1G14510	4962171	4964154	1984
AT1G14520	4968376	4969954	1579
AT1G14530	4971420	4973597	2178
AT1G14540	4974233	4975600	1368
AT1G14550	4979028	4980324	1297
AT1G14560	4981300	4983082	1783
AT1G14570	4983770	4987192	3423
AT1G14580	4990028	4992442	2415
AT1G14590	4998957	5000617	1661
AT1G14600	5001185	5003370	2186
AT1G14610	5008502	5014486	5985
AT1G14620	5014948	5016501	1554
AT1G14630	5019995	5021445	1451
AT1G14640	5023656	5025955	2300
AT1G14642	5026364	5026558	195
AT1G14650	5028077	5030520	2444
AT1G14660	5032163	5036439	4277
AT1G14670	5037669	5040199	2531
AT1G14680	5040861	5041733	873
AT1G14685	5043086	5043925	840
AT1G14686	5045781	5046800	1020
AT1G14687	5048046	5048552	507
AT1G14688	5049654	5050983	1330
AT1G14690	5052090	5054936	2847
AT1G14700	5058680	5060988	2309
